CustomerID,SignupMonth,Month,Spending
26,2023-01-01,2023-01-01,72.8157901374185
26,2023-01-01,2023-02-01,96.3892224530555
26,2023-01-01,2023-03-01,64.3483242009121
26,2023-01-01,2023-04-01,53.5680049942232
27,2023-01-01,2023-01-01,21.1514790903805
27,2023-01-01,2023-05-01,76.2926287504019
28,2023-03-01,2023-03-01,59.3292700093466
28,2023-03-01,2023-04-01,33.8561495928012
28,2023-03-01,2023-05-01,51.8803787517899
28,2023-03-01,2023-06-01,70.8074920694115
29,2023-03-01,2023-03-01,60.250900686407
29,2023-03-01,2023-04-01,72.6954905295156
29,2023-03-01,2023-07-01,22.1209048433298
30,2023-03-01,2023-03-01,66.0379342300703
30,2023-03-01,2023-04-01,71.4630574753883
30,2023-03-01,2023-05-01,63.6493431452748
30,2023-03-01,2023-06-01,50.8882110240619
30,2023-03-01,2023-07-01,92.4280513564851
31,2023-02-01,2023-02-01,28.0622401101941
31,2023-02-01,2023-05-01,25.6950918768183
31,2023-02-01,2023-07-01,21.8617548588661
32,2023-03-01,2023-03-01,42.548381981872
32,2023-03-01,2023-05-01,70.3154277423907
32,2023-03-01,2023-06-01,78.8056835043109
32,2023-03-01,2023-07-01,42.5627658057045
33,2023-02-01,2023-02-01,84.5467791413811
33,2023-02-01,2023-03-01,53.0094141529141
33,2023-02-01,2023-04-01,82.1130368593597
33,2023-02-01,2023-06-01,88.673020147441
34,2023-02-01,2023-02-01,80.3634299267746
34,2023-02-01,2023-04-01,60.4201897958286
34,2023-02-01,2023-05-01,45.603968082449
34,2023-02-01,2023-06-01,51.1361342987331
35,2023-03-01,2023-03-01,27.3029341428907
35,2023-03-01,2023-04-01,96.0049573640644
35,2023-03-01,2023-05-01,65.8750310498629
35,2023-03-01,2023-06-01,55.8756417582656
36,2023-02-01,2023-02-01,80.1899623550144
36,2023-02-01,2023-03-01,83.1694514235643
36,2023-02-01,2023-05-01,24.6047008013315
37,2023-03-01,2023-03-01,48.0732010041663
37,2023-03-01,2023-06-01,69.4574450653009
38,2023-03-01,2023-03-01,25.8210405091355
38,2023-03-01,2023-04-01,76.4993781725197
38,2023-03-01,2023-07-01,49.9416636604896
39,2023-01-01,2023-01-01,95.7798861907087
39,2023-01-01,2023-02-01,80.2702548207154
39,2023-01-01,2023-03-01,26.6800573358935
39,2023-01-01,2023-04-01,64.6723399788644
39,2023-01-01,2023-06-01,28.8957985844921
40,2023-03-01,2023-03-01,20.9082915813935
40,2023-03-01,2023-04-01,24.504262054547
40,2023-03-01,2023-07-01,79.6835903412339
41,2023-01-01,2023-01-01,49.9896463618963
41,2023-01-01,2023-02-01,89.4879302551568
41,2023-01-01,2023-04-01,20.9723579751853
41,2023-01-01,2023-05-01,23.4527929560461
41,2023-01-01,2023-06-01,62.216088726904
42,2023-03-01,2023-03-01,25.9037251788319
42,2023-03-01,2023-04-01,97.5442028495279
42,2023-03-01,2023-05-01,70.351891050821
42,2023-03-01,2023-06-01,56.3632851814219
42,2023-03-01,2023-07-01,66.745144953848
42,2023-03-01,2023-08-01,23.6357104273166
43,2023-03-01,2023-03-01,96.0329187261247
43,2023-03-01,2023-04-01,56.452540222857
43,2023-03-01,2023-05-01,42.1904946384906
44,2023-01-01,2023-01-01,26.2187709571988
44,2023-01-01,2023-02-01,98.8968595583682
44,2023-01-01,2023-03-01,62.8877093075296
44,2023-01-01,2023-05-01,74.7784938043104
45,2023-01-01,2023-01-01,85.8029794338535
45,2023-01-01,2023-02-01,78.0575606710688
45,2023-01-01,2023-03-01,53.4594429032495
45,2023-01-01,2023-04-01,89.2851111600327
46,2023-03-01,2023-03-01,84.8442664625466
46,2023-03-01,2023-04-01,32.0333512882823
46,2023-03-01,2023-05-01,50.4712685304817
46,2023-03-01,2023-06-01,87.3695138508567
46,2023-03-01,2023-07-01,57.4954527835976
47,2023-02-01,2023-02-01,24.5100397320742
47,2023-02-01,2023-03-01,85.0320807304062
47,2023-02-01,2023-04-01,99.7309469659124
47,2023-02-01,2023-05-01,81.5189932144408
47,2023-02-01,2023-06-01,87.9717912541929
48,2023-01-01,2023-01-01,30.3327532121196
48,2023-01-01,2023-02-01,68.4939707560704
48,2023-01-01,2023-04-01,69.4502592366317
49,2023-02-01,2023-02-01,61.6246160723035
49,2023-02-01,2023-03-01,61.6130800889595
49,2023-02-01,2023-04-01,64.1525471019589
49,2023-02-01,2023-05-01,90.1322882126676
50,2023-02-01,2023-02-01,80.4109804538895
50,2023-02-01,2023-03-01,76.3263814479379
51,2023-02-01,2023-02-01,51.3795236079786
51,2023-02-01,2023-03-01,92.3326955594999
51,2023-02-01,2023-04-01,61.1191591327849
51,2023-02-01,2023-05-01,51.7234225857016
51,2023-02-01,2023-06-01,88.9890966997396
51,2023-02-01,2023-07-01,31.765878474323
52,2023-01-01,2023-01-01,59.3693034463631
52,2023-01-01,2023-02-01,56.7308604990609
52,2023-01-01,2023-03-01,59.4094475194296
52,2023-01-01,2023-05-01,39.2116495022555
53,2023-02-01,2023-02-01,30.2436671166218
53,2023-02-01,2023-03-01,31.1061738119528
53,2023-02-01,2023-04-01,34.5504067519316
53,2023-02-01,2023-06-01,57.9169312210298
54,2023-01-01,2023-01-01,35.3831215046937
55,2023-02-01,2023-02-01,56.8623014426181
55,2023-02-01,2023-03-01,49.1415888838461
55,2023-02-01,2023-04-01,75.2315862903492
55,2023-02-01,2023-06-01,70.2320311592726
56,2023-03-01,2023-03-01,93.669792042545
56,2023-03-01,2023-06-01,79.8607752306927
57,2023-03-01,2023-03-01,58.7618388152817
57,2023-03-01,2023-04-01,49.5130911655818
57,2023-03-01,2023-05-01,79.7976750507005
58,2023-01-01,2023-01-01,60.9341953692533
58,2023-01-01,2023-02-01,28.5737609071821
58,2023-01-01,2023-03-01,62.6093813164019
59,2023-03-01,2023-03-01,45.7663332466543
59,2023-03-01,2023-04-01,46.1997881742332
59,2023-03-01,2023-06-01,67.4873962843239
59,2023-03-01,2023-07-01,83.1336990885871
60,2023-03-01,2023-03-01,62.9685233454838
60,2023-03-01,2023-04-01,79.6351579347464
60,2023-03-01,2023-05-01,30.2064242236451
61,2023-02-01,2023-02-01,48.4877380718277
61,2023-02-01,2023-03-01,68.461985548551
62,2023-01-01,2023-01-01,34.9253619241045
62,2023-01-01,2023-02-01,33.8698876235804
62,2023-01-01,2023-03-01,26.4186996529314
62,2023-01-01,2023-04-01,52.8317461591729
62,2023-01-01,2023-05-01,28.9631121734442
63,2023-02-01,2023-02-01,89.2405700715184
63,2023-02-01,2023-03-01,40.6322261635952
63,2023-02-01,2023-05-01,94.3500791302069
64,2023-02-01,2023-02-01,81.559434655355
64,2023-02-01,2023-03-01,45.8943389123395
64,2023-02-01,2023-04-01,60.6088302947564
65,2023-02-01,2023-02-01,66.499057713809
65,2023-02-01,2023-03-01,58.4912081483854
65,2023-02-01,2023-04-01,24.1458829457942
66,2023-02-01,2023-02-01,45.7883075979778
66,2023-02-01,2023-03-01,40.3712523811011
66,2023-02-01,2023-04-01,80.8182287911749
66,2023-02-01,2023-05-01,57.7260950840127
67,2023-02-01,2023-02-01,86.4495526230183
67,2023-02-01,2023-03-01,29.9437778788436
67,2023-02-01,2023-04-01,95.067236545683
68,2023-02-01,2023-02-01,87.3463021406618
68,2023-02-01,2023-04-01,36.1301856038196
68,2023-02-01,2023-07-01,73.215777655696
69,2023-02-01,2023-02-01,48.7064387298802
69,2023-02-01,2023-03-01,51.3956085938108
69,2023-02-01,2023-04-01,55.1307926856175
70,2023-01-01,2023-01-01,60.2176312073983
70,2023-01-01,2023-02-01,91.9659658619655
70,2023-01-01,2023-03-01,63.4842288891191
70,2023-01-01,2023-04-01,69.9390396731194
70,2023-01-01,2023-06-01,70.2166442457134
71,2023-03-01,2023-03-01,31.141765813071
71,2023-03-01,2023-04-01,69.6058204742811
71,2023-03-01,2023-05-01,91.5114066440766
71,2023-03-01,2023-06-01,32.1339903786201
72,2023-02-01,2023-02-01,22.6825947788624
72,2023-02-01,2023-03-01,80.9966948592552
72,2023-02-01,2023-04-01,47.3665398972726
72,2023-02-01,2023-05-01,28.8505389564166
72,2023-02-01,2023-06-01,30.1990929865586
73,2023-02-01,2023-02-01,31.9933941879019
73,2023-02-01,2023-03-01,77.7802054714453
73,2023-02-01,2023-04-01,71.2918106308238
73,2023-02-01,2023-05-01,63.4179554678077
74,2023-02-01,2023-02-01,92.6760449066903
74,2023-02-01,2023-03-01,52.0681133410912
74,2023-02-01,2023-04-01,95.7826671689452
75,2023-02-01,2023-02-01,21.4488147056672
75,2023-02-01,2023-03-01,94.569462598689
75,2023-02-01,2023-04-01,75.7320659101514
75,2023-02-01,2023-05-01,76.5790907450719
76,2023-02-01,2023-02-01,53.9304537041909
76,2023-02-01,2023-03-01,94.7493611815212
76,2023-02-01,2023-04-01,56.0671497123306
76,2023-02-01,2023-06-01,87.1118469156747
77,2023-02-01,2023-02-01,89.5917089649703
77,2023-02-01,2023-03-01,67.3020348595944
77,2023-02-01,2023-04-01,24.3809311057625
77,2023-02-01,2023-06-01,20.3705618403682
78,2023-03-01,2023-03-01,62.9916482350338
78,2023-03-01,2023-04-01,47.7076795492769
78,2023-03-01,2023-05-01,79.0000998487799
78,2023-03-01,2023-06-01,37.9683858351986
79,2023-03-01,2023-03-01,59.8694218191584
79,2023-03-01,2023-04-01,93.187672085448
79,2023-03-01,2023-05-01,66.4470680222435
79,2023-03-01,2023-06-01,21.0475565270667
79,2023-03-01,2023-07-01,34.2428773495801
79,2023-03-01,2023-08-01,31.893018220249
80,2023-02-01,2023-02-01,26.8279734462915
80,2023-02-01,2023-03-01,60.1756008264994
80,2023-02-01,2023-04-01,25.3661181910742
80,2023-02-01,2023-05-01,36.7924474476469
80,2023-02-01,2023-06-01,36.4111712385606
81,2023-03-01,2023-03-01,57.7653556087999
81,2023-03-01,2023-04-01,25.2566911542682
81,2023-03-01,2023-05-01,56.2631067798422
81,2023-03-01,2023-06-01,55.2610197550583
82,2023-01-01,2023-01-01,34.5542504396217
82,2023-01-01,2023-02-01,95.6892369706906
82,2023-01-01,2023-03-01,41.6595738514843
82,2023-01-01,2023-04-01,52.6987336878477
83,2023-02-01,2023-02-01,72.7139153528121
83,2023-02-01,2023-06-01,21.5768430203491
84,2023-01-01,2023-01-01,34.2835729643467
84,2023-01-01,2023-02-01,39.0546224837381
84,2023-01-01,2023-05-01,88.4557174485029
84,2023-01-01,2023-06-01,51.7746823694764
85,2023-01-01,2023-01-01,36.3987436332657
85,2023-01-01,2023-02-01,91.7068654816896
86,2023-02-01,2023-02-01,66.6433248775754
86,2023-02-01,2023-03-01,91.413736886158
86,2023-02-01,2023-04-01,47.3453881358301
87,2023-03-01,2023-03-01,69.9319126279307
87,2023-03-01,2023-04-01,64.1637744681584
87,2023-03-01,2023-05-01,43.5572607633534
87,2023-03-01,2023-06-01,81.0884635327809
87,2023-03-01,2023-08-01,58.9944958599611
88,2023-01-01,2023-01-01,83.9884204757852
88,2023-01-01,2023-02-01,21.7975446656094
88,2023-01-01,2023-04-01,70.6782575860918
89,2023-02-01,2023-02-01,98.7521744562842
89,2023-02-01,2023-03-01,33.7343428678643
89,2023-02-01,2023-06-01,29.4200866312113
90,2023-01-01,2023-01-01,64.3342402012635
90,2023-01-01,2023-02-01,86.3793442965761
90,2023-01-01,2023-06-01,89.9112062050012
91,2023-01-01,2023-01-01,68.0413488346923
91,2023-01-01,2023-02-01,34.029702289876
91,2023-01-01,2023-03-01,53.5016419913659
92,2023-01-01,2023-01-01,79.0426893141096
92,2023-01-01,2023-03-01,39.6279287745057
93,2023-01-01,2023-01-01,43.769737249854
93,2023-01-01,2023-02-01,58.084032175928
93,2023-01-01,2023-03-01,94.9463791459806
93,2023-01-01,2023-04-01,37.1952302872605
94,2023-03-01,2023-03-01,24.11406507874
94,2023-03-01,2023-04-01,67.7474279133512
94,2023-03-01,2023-05-01,81.6729762996657
95,2023-01-01,2023-01-01,75.0721917142189
95,2023-01-01,2023-02-01,39.7121626591285
95,2023-01-01,2023-03-01,83.9532703175183
95,2023-01-01,2023-04-01,41.771610978397
96,2023-01-01,2023-01-01,93.3850860369794
96,2023-01-01,2023-03-01,55.6804618366365
96,2023-01-01,2023-06-01,78.5779909127649
97,2023-01-01,2023-01-01,72.7026693368574
97,2023-01-01,2023-02-01,87.9356521252256
97,2023-01-01,2023-04-01,37.6967553455682
97,2023-01-01,2023-05-01,95.5247471749291
98,2023-03-01,2023-03-01,94.0198653932533
98,2023-03-01,2023-04-01,65.4356184442104
98,2023-03-01,2023-05-01,22.7156782868639
98,2023-03-01,2023-06-01,43.7879205898041
98,2023-03-01,2023-07-01,97.6846596132295
98,2023-03-01,2023-08-01,57.9371373325971
99,2023-01-01,2023-01-01,87.5639518828056
99,2023-01-01,2023-02-01,86.3132379320542
99,2023-01-01,2023-04-01,38.4007069830162
100,2023-01-01,2023-01-01,47.1899971014453
100,2023-01-01,2023-02-01,25.2285072639154
100,2023-01-01,2023-03-01,63.159303390027
100,2023-01-01,2023-04-01,45.5002002345656
100,2023-01-01,2023-05-01,90.878219858895
